sales_key,date_key,customer_key,product_key,employee_key,location_key,order_key,quantity,unit_price,gross_amount,discount_amount,net_amount,cost_amount,profit_amount,currency
71376,20250416,360,86,19,5,23719,3,7310.35,21931.04,4869.88,17061.15,10983.0,6078.15,INR
71377,20250519,455,179,96,8,23720,5,4550.72,22753.61,2909.19,19844.42,14387.55,5456.87,INR
71378,20250519,455,194,96,8,23720,7,9403.92,65827.47,4608.35,61219.12,28687.96,32531.16,INR
71379,20250519,455,167,96,8,23720,2,694.85,1389.69,155.89,1233.8,859.74,374.06,INR
71380,20251224,61,41,30,5,23721,6,5041.72,30250.32,4704.58,25545.74,13200.18,12345.56,INR
71381,20251224,61,133,30,5,23721,4,4340.57,17362.28,2212.58,15149.7,11927.04,3222.66,INR
71382,20240511,271,138,42,12,23722,2,1688.53,3377.06,719.72,2657.34,2424.92,232.42,INR
71383,20250929,671,140,2,6,23723,3,1109.53,3328.58,511.62,2816.96,1795.68,1021.28,INR
71384,20250929,671,52,2,6,23723,2,7680.74,15361.49,137.4,15224.08,7868.74,7355.34,INR
71385,20250315,421,128,69,11,23724,5,483.6,2417.98,394.56,2023.43,1464.6,558.83,INR
71386,20250315,421,109,69,11,23724,1,8245.8,8245.8,561.13,7684.67,3484.6,4200.07,INR
71387,20250315,421,65,69,11,23724,6,2945.78,17674.69,1346.7,16327.99,7823.22,8504.77,INR
71388,20250315,421,2,69,11,23724,6,7849.74,47098.41,,36048.51,26587.26,9461.25,INR
71389,20250315,421,75,69,11,23724,3,7827.78,23483.34,2469.12,21014.22,10520.04,10494.18,INR
71390,20240814,979,180,18,12,23725,3,2383.88,7151.64,706.4,6445.24,4435.02,2010.22,INR
71391,20240814,979,58,18,12,23725,4,10446.19,41784.77,1212.7,40572.06,18753.6,21818.46,INR
71392,20240814,979,49,18,12,23725,1,4905.93,4905.93,298.66,4607.27,2537.43,2069.84,INR
71393,20240814,979,141,18,12,23725,2,2691.82,5383.63,835.69,4547.95,4081.16,466.79,INR
71394,20251101,446,141,29,1,23726,7,2870.55,20093.83,3643.51,16450.32,14284.06,2166.26,INR
71395,20251101,446,75,29,1,23726,4,9904.97,39619.87,5360.4,34259.46,14026.72,20232.74,INR
71396,20250531,847,68,92,6,23727,3,943.64,2830.91,370.94,2459.97,2176.59,283.38,INR
71397,20250531,847,102,92,6,23727,2,7050.26,14100.52,1577.75,12522.77,7975.7,4547.07,INR
71398,20250531,847,5,92,6,23727,5,4160.68,20803.41,2391.32,18412.09,13166.45,5245.64,INR
71399,20250531,847,81,92,6,23727,7,1470.88,10296.13,576.08,9720.05,6867.84,2852.21,INR
71400,20240515,728,189,87,9,23728,5,2218.31,11091.56,1418.09,9673.47,5837.95,3835.52,INR
71401,20240515,728,95,87,9,23728,6,4855.65,29133.89,516.46,28617.43,17539.02,11078.41,INR
71402,20240507,508,149,12,11,23729,1,1611.31,1611.31,269.52,1341.78,1114.9,226.88,INR
71403,20240507,508,81,12,11,23729,5,1770.76,8853.8,1812.64,7041.16,4905.6,2135.56,INR
71404,20240507,508,140,12,11,23729,3,1234.03,3702.09,770.96,2931.13,1795.68,1135.45,INR
71405,20250426,869,104,63,9,23730,5,5976.48,29882.39,3163.7,26718.69,12071.8,14646.89,INR
71406,20250426,869,34,63,9,23730,4,325.44,1301.77,20.71,1281.07,983.28,297.79,INR
71407,20250426,869,159,63,9,23730,1,2353.11,2353.11,87.1,2266.02,1461.84,804.18,INR
71408,20250426,869,193,63,9,23730,1,4164.85,4164.85,761.03,3403.83,2385.81,1018.02,INR
71409,20250426,869,39,63,9,23730,1,4128.87,4128.87,172.49,3956.38,2545.89,1410.49,INR
71410,20250617,871,187,75,8,23731,5,8302.81,41514.06,779.06,40735.0,20394.4,20340.6,INR
71411,20250617,871,138,75,8,23731,4,1682.07,6728.28,1065.67,5662.6,4849.84,812.76,INR
71412,20250617,871,120,75,8,23731,2,921.23,1842.46,56.14,1786.32,767.0,1019.32,INR
71413,20240203,322,147,96,5,23732,3,933.45,2800.34,197.09,2603.25,1923.81,679.44,INR
71414,20240203,322,24,96,5,23732,4,4860.61,19442.43,2610.13,16832.3,13664.68,3167.62,INR
71415,20240203,322,45,96,5,23732,3,5773.81,17321.44,3415.5,13905.94,12874.38,1031.56,INR
71416,20240203,322,38,96,5,23732,2,9301.77,18603.53,1188.7,17414.84,7590.82,9824.02,INR
71417,20250404,279,30,25,2,23733,4,7209.55,28838.19,4399.68,24438.51,18750.76,5687.75,INR
71418,20250404,279,43,25,2,23733,6,5371.39,32228.32,2855.82,29372.5,23171.7,6200.8,INR
71419,20250404,279,156,25,2,23733,5,3573.36,17866.78,2638.08,15228.69,13306.75,1921.94,INR
71420,20250404,279,86,25,2,23733,2,8983.75,17967.5,3859.54,14107.96,7322.0,6785.96,INR
71421,20250404,279,25,25,2,23733,1,2503.18,2503.18,446.91,2056.27,1354.2,702.07,INR
71422,20250123,709,190,33,11,23734,7,2506.49,17545.44,1611.79,15933.65,8873.27,7060.38,INR
71423,20250123,709,63,33,11,23734,5,8267.28,41336.38,4635.54,36700.84,23700.45,13000.39,INR
71424,20250123,709,61,33,11,23734,1,4893.11,4893.11,818.55,4074.56,2303.99,1770.57,INR
71425,20251209,28,200,24,1,23735,2,4640.36,9280.72,1633.91,7646.81,3993.68,3653.13,INR
71426,20251209,28,11,24,1,23735,3,7697.09,23091.28,3421.28,19670.0,14144.7,5525.3,INR
71427,20251209,28,66,24,1,23735,1,5850.32,5850.32,214.08,5636.24,3285.97,2350.27,INR
71428,20250626,702,101,54,10,23736,4,5256.42,21025.7,1872.23,19153.47,17101.88,2051.59,INR
71429,20250626,702,50,54,10,23736,1,1201.89,1201.89,182.34,1019.55,801.42,218.13,INR
71430,20251026,436,154,61,1,23737,2,2861.52,5723.03,665.9,5057.13,3835.1,1222.03,INR
71431,20251026,436,37,61,1,23737,5,2431.45,12157.25,2847.33,9309.92,8366.1,943.82,INR
71432,20251026,436,43,61,1,23737,2,6449.54,12899.09,1180.38,11718.71,7723.9,3994.81,INR
71433,20251026,436,59,61,1,23737,3,2988.5,8965.49,1894.18,7071.32,4950.51,2120.81,INR
71434,20240125,767,24,20,5,23738,1,4347.22,4347.22,1074.28,3272.94,3416.17,-143.23,INR
71435,20240125,767,197,20,5,23738,7,5696.9,39878.32,8120.59,31757.73,23614.15,8143.58,INR
71436,20240125,767,119,20,5,23738,4,3817.58,15270.33,307.2,14963.13,9844.88,5118.25,INR
71437,20240125,767,59,20,5,23738,7,3056.15,21393.07,1695.53,19697.54,11551.19,8146.35,INR
71438,20240125,767,34,20,5,23738,5,370.63,1853.16,110.06,1743.1,1229.1,514.0,INR
71439,20250712,131,48,3,11,23739,1,6824.64,6824.64,1201.89,5622.76,4474.03,1148.73,INR
71440,20250712,131,8,3,11,23739,2,7677.03,15354.06,1192.97,14161.09,8122.0,6039.09,INR
71441,20250712,131,115,3,11,23739,4,5134.35,20537.39,5050.51,15486.88,12009.6,3477.28,INR
71442,20250712,131,93,3,11,23739,5,706.78,3533.88,59.17,3474.71,2236.85,1237.86,INR
71443,20250712,131,15,3,11,23739,6,5549.51,33297.05,3310.61,29986.44,29633.1,353.34,INR
71444,20240831,576,3,14,3,23740,5,1734.34,8671.7,1766.76,6904.95,4029.1,2875.85,INR
71445,20240831,576,85,14,3,23740,3,451.21,1353.62,124.51,1229.11,736.92,492.19,INR
71446,20240831,576,182,14,3,23740,6,3349.69,20098.16,1650.54,18447.62,13029.18,5418.44,INR
71447,20250208,537,179,21,4,23741,1,4386.32,4386.32,699.37,3686.96,2877.51,809.45,INR
71448,20250208,537,43,21,4,23741,6,5892.27,35353.62,1052.67,34300.95,23171.7,11129.25,INR
71449,20251003,15,131,59,3,23742,6,5231.71,31390.26,251.23,31139.03,18304.02,12835.01,INR
71450,20251003,15,76,59,3,23742,5,4541.62,22708.1,5555.11,17152.99,14159.75,2993.24,INR
71451,20251003,15,22,59,3,23742,1,6692.05,6692.05,998.59,5693.47,2677.08,3016.39,INR
71452,20250927,525,33,21,9,23743,4,3766.78,15067.13,3165.66,11901.47,12339.56,-438.09,INR
71453,20250927,525,184,21,9,23743,5,5151.89,25759.46,1388.57,24370.89,14478.0,9892.89,INR
71454,20250927,525,20,21,9,23743,1,2058.37,2058.37,401.98,1656.39,1331.24,325.15,INR
71455,20250927,525,47,21,9,23743,5,3448.82,17244.1,224.29,17019.82,9970.2,7049.62,INR
71456,20250927,525,94,21,9,23743,3,1757.55,5272.66,1033.69,4238.97,3092.04,1146.93,INR
71457,20240613,656,191,81,3,23744,2,5168.49,10336.98,298.54,10038.45,8962.12,1076.33,INR
71458,20240624,406,5,65,9,23745,2,3668.14,7336.28,1291.12,6045.16,5266.58,778.58,INR
71459,20240624,406,134,65,9,23745,7,4582.03,32074.2,6719.54,25354.67,20913.27,4441.4,INR
71460,20240624,406,80,65,9,23745,7,7717.74,54024.2,5493.71,48530.49,30160.97,18369.52,INR
71461,20240624,406,200,65,9,23745,2,4490.22,8980.45,1163.08,7817.37,3993.68,3823.69,INR
71462,20250612,613,33,20,8,23746,3,4328.66,12985.98,1900.51,11085.47,9254.67,1830.8,INR
71463,20250612,613,34,20,8,23746,4,365.89,1463.55,335.6,1127.96,983.28,144.68,INR
71464,20250612,613,41,20,8,23746,7,4744.07,33208.52,1061.71,32146.8,15400.21,16746.59,INR
71465,20251003,327,196,100,11,23747,4,3768.2,15072.79,2073.32,12999.48,5849.16,7150.32,INR
71466,20251003,327,134,100,11,23747,6,5456.77,32740.62,3336.58,29404.04,17925.66,11478.38,INR
71467,20251003,327,132,100,11,23747,3,9638.74,28916.22,6100.6,22815.63,13113.87,9701.76,INR
71468,20251003,327,137,100,11,23747,1,1830.93,1830.93,429.88,1401.05,1005.47,395.58,INR
71469,20250323,612,70,71,8,23748,6,1977.19,11863.13,745.95,11117.18,7860.12,3257.06,INR
71470,20250323,612,140,71,8,23748,7,1072.18,7505.25,1868.71,5636.54,4189.92,1446.62,INR
71471,20240209,244,22,88,5,23749,2,5380.15,10760.29,1351.79,9408.5,5354.16,4054.34,INR
71472,20240209,244,104,88,5,23749,7,4955.82,34690.75,8169.96,26520.79,16900.52,9620.27,INR
71473,20240209,244,156,88,5,23749,5,3696.99,18484.97,4394.33,14090.64,13306.75,783.89,INR
71474,20240429,282,67,68,2,23750,1,1186.54,1186.54,289.73,896.81,515.4,381.41,INR
71475,20240429,282,122,68,2,23750,7,4572.0,32003.97,5312.65,26691.32,25495.54,1195.78,INR
71476,20250701,72,26,67,6,23751,5,3216.48,16082.41,3721.58,12360.83,11796.1,564.73,INR
71477,20250701,72,179,67,6,23751,6,5541.76,33250.53,3923.84,29326.69,17265.06,12061.63,INR
71478,20250701,72,82,67,6,23751,5,925.45,4627.23,887.29,3739.94,2566.2,1173.74,INR
71479,20250701,72,195,67,6,23751,3,8897.19,26691.58,6454.06,20237.51,12038.58,8198.93,INR
71480,20250701,72,24,67,6,23751,4,4289.24,17156.97,2701.71,14455.26,13664.68,790.58,INR
71481,20250626,98,18,49,7,23752,7,2331.97,16323.77,2373.67,13950.1,9560.32,4389.78,INR
71482,20250626,98,194,49,7,23752,6,6961.16,41766.97,6683.58,35083.38,24589.68,10493.7,INR
71483,20250626,98,151,49,7,23752,6,10525.1,63150.6,5423.74,57726.86,27429.0,30297.86,INR
71484,20251017,135,104,66,12,23753,4,6045.02,24180.09,48.59,24131.5,9657.44,14474.06,INR
71485,20251017,135,76,66,12,23753,3,4137.69,12413.06,539.03,11874.03,8495.85,3378.18,INR
71486,20251017,135,4,66,12,23753,3,1626.96,4880.89,527.09,4353.8,2225.85,2127.95,INR
71487,20251017,135,19,66,12,23753,3,5476.93,16430.79,1403.11,15027.68,6441.27,8586.41,INR
71488,20251017,135,75,66,12,23753,1,10400.18,10400.18,1257.47,9142.71,3506.68,5636.03,INR
71489,20250123,190,148,77,4,23754,7,976.11,6832.79,513.15,6319.64,5403.09,916.55,INR
71490,20250123,190,26,77,4,23754,1,4132.7,4132.7,237.18,3895.52,2359.22,1536.3,INR
71491,20250123,190,178,77,4,23754,3,7407.03,22221.08,2796.75,19424.33,14400.0,5024.33,INR
71492,20250123,190,151,77,4,23754,2,8802.44,17604.89,3747.58,13857.31,9143.0,4714.31,INR
71493,20250123,190,177,77,4,23754,7,8185.94,57301.57,13030.14,44271.42,30179.73,14091.69,INR
71494,20241108,719,6,99,5,23755,5,4729.42,23647.11,1914.8,21732.31,9499.5,12232.81,INR
71495,20241108,719,5,99,5,23755,5,4528.09,22640.47,1905.08,20735.39,13166.45,7568.94,INR
71496,20241108,719,27,99,5,23755,5,4623.34,23116.71,5710.1,17406.61,14405.8,3000.81,INR
71497,20240322,217,138,60,11,23756,4,1737.2,6948.81,259.86,6688.96,4849.84,1839.12,INR
71498,20240322,217,187,60,11,23756,5,8280.0,41400.02,2762.66,38637.37,20394.4,18242.97,INR
71499,20250725,356,42,76,12,23757,2,6944.03,13888.06,596.06,13292.0,9299.5,3992.5,INR
71500,20250725,356,91,76,12,23757,2,2022.66,4045.31,512.34,3532.98,1827.92,1705.06,INR
71501,20250725,356,22,76,12,23757,2,5583.86,11167.73,2246.5,8921.23,5354.16,3567.07,INR
71502,20251124,174,85,95,11,23758,2,569.91,1139.83,151.07,988.75,491.28,497.47,INR
71503,20251124,174,195,95,11,23758,7,10176.68,71236.77,16395.6,54841.18,28090.02,26751.16,INR
71504,20240203,424,83,62,3,23759,4,1592.86,6371.45,64.72,6306.73,4155.92,2150.81,INR
71505,20240203,424,45,62,3,23759,5,5201.92,26009.62,4635.45,21374.17,21457.3,-83.13,INR
71506,20240203,424,146,62,3,23759,2,4925.22,9850.43,1188.82,8661.61,6458.94,2202.67,INR
71507,20241225,245,40,77,2,23760,5,10598.41,52992.07,11510.19,41481.89,19177.75,22304.14,INR
71508,20241225,245,132,77,2,23760,6,10361.35,62168.12,1567.28,60600.84,26227.74,34373.1,INR
71509,20241225,245,155,77,2,23760,7,4617.08,32319.58,167.73,32151.86,17924.13,14227.73,INR
71510,20241225,245,4,77,2,23760,7,1262.3,8836.13,2034.78,6801.35,5193.65,1607.7,INR
71511,20241225,245,121,77,2,23760,4,2754.37,11017.48,206.49,10810.98,4120.0,6690.98,INR
71512,20240916,329,23,19,5,23761,7,2002.12,14014.85,1957.14,12057.71,10793.51,1264.2,INR
71513,20240916,329,140,19,5,23761,2,1173.53,2347.06,431.6,1915.46,1197.12,718.34,INR
71514,20240916,329,78,19,5,23761,5,7083.55,35417.74,7454.07,27963.66,15407.85,12555.81,INR
71515,20240916,329,15,19,5,23761,2,6054.58,12109.17,2010.1,10099.07,9877.7,221.37,INR
71516,20250628,69,47,89,4,23762,4,3500.57,14002.3,2660.85,11341.44,7976.16,3365.28,INR
71517,20250628,69,67,89,4,23762,3,1318.93,3956.78,238.41,3718.37,1546.2,2172.17,INR
71518,20250628,69,119,89,4,23762,7,3041.76,21292.31,3008.46,18283.85,17228.54,1055.31,INR
71519,20250628,69,164,89,4,23762,5,7249.18,36245.91,8463.24,27782.67,18837.45,8945.22,INR
71520,20250712,505,17,98,4,23763,3,3092.42,9277.27,1279.83,7997.44,7201.92,795.52,INR
71521,20250712,505,3,98,4,23763,6,1300.58,7803.47,282.7,7520.77,4834.92,2685.85,INR
71522,20250712,505,123,98,4,23763,1,5815.36,5815.36,1392.1,4423.26,3176.56,1246.7,INR
71523,20240608,270,145,37,12,23764,6,586.86,3521.15,631.23,2889.91,1883.76,1006.15,INR
71524,20240608,270,162,37,12,23764,6,2692.66,16155.95,1554.8,14601.15,12063.12,2538.03,INR
71525,20240608,270,181,37,12,23764,2,5429.93,10859.86,1252.13,9607.73,5016.0,4591.73,INR
71526,20251126,652,11,89,7,23765,1,6702.89,6702.89,412.18,6290.72,4714.9,1575.82,INR
71527,20251126,652,161,89,7,23765,1,7032.64,7032.64,752.61,6280.03,3407.64,2872.39,INR
71528,20251126,652,199,89,7,23765,3,7503.14,22509.41,5068.82,17440.58,13141.53,4299.05,INR
71529,20240410,998,181,82,4,23766,6,5301.97,31811.83,6965.95,24845.89,15048.0,9797.89,INR
71530,20240410,998,13,82,4,23766,7,9757.43,68302.01,4293.03,64008.99,32545.52,31463.47,INR
71531,20240410,998,81,82,4,23766,3,1797.38,5392.15,147.31,5244.85,2943.36,2301.49,INR
71532,20240410,998,23,82,4,23766,5,1836.77,9183.86,1804.51,7379.35,7709.65,-330.3,INR
71533,20250725,486,193,24,9,23767,3,4929.71,14789.12,1903.69,12885.43,7157.43,5728.0,INR
71534,20250725,486,97,24,9,23767,7,3828.38,26798.63,4124.41,22674.22,13155.66,9518.56,INR
71535,20250625,512,39,100,10,23768,3,4410.2,13230.61,2330.32,10900.28,7637.67,3262.61,INR
71536,20240428,831,85,59,6,23769,1,545.84,545.84,4.33,541.52,245.64,295.88,INR
71537,20240428,831,109,59,6,23769,6,7832.67,46996.02,10495.58,36500.44,20907.6,15592.84,INR
71538,20250507,345,35,17,1,23770,7,1686.95,11808.67,1697.92,10110.76,9840.88,269.88,INR
71539,20250507,345,159,17,1,23770,2,3222.7,6445.41,214.64,6230.76,2923.68,3307.08,INR
71540,20250507,345,170,17,1,23770,4,971.41,3885.66,499.33,3386.32,2663.32,723.0,INR
71541,20250507,345,100,17,1,23770,6,515.32,3091.93,18.97,3072.96,2941.2,131.76,INR
71542,20240716,142,161,11,6,23771,7,7251.53,50760.72,10677.82,40082.9,23853.48,16229.42,INR
71543,20240716,142,119,11,6,23771,6,3433.58,20601.46,118.64,20482.82,14767.32,5715.5,INR
71544,20240716,142,10,11,6,23771,4,2654.43,10617.71,838.28,9779.43,8541.36,1238.07,INR
71545,20240716,142,199,11,6,23771,5,5618.09,28090.47,6382.34,21708.13,21902.55,-194.42,INR
71546,20240716,142,118,11,6,23771,7,8994.72,62963.05,13944.8,49018.26,34119.54,14898.72,INR
71547,20240719,721,37,52,5,23772,1,2112.48,2112.48,324.05,1788.42,1673.22,115.2,INR
71548,20240719,721,76,52,5,23772,5,4507.79,22538.95,3816.75,18722.21,14159.75,4562.46,INR
71549,20240719,721,187,52,5,23772,3,8433.7,25301.09,4606.31,20694.79,12236.64,8458.15,INR
71550,20240719,721,79,52,5,23772,4,5201.8,20807.19,1194.47,19612.71,17407.28,2205.43,INR
71551,20240719,721,196,52,5,23772,1,3395.31,3395.31,562.27,2833.04,1462.29,1370.75,INR
71552,20240304,650,145,53,3,23773,4,760.17,3040.67,147.74,2892.93,1255.84,1637.09,INR
71553,20240304,650,106,53,3,23773,7,3880.84,27165.89,595.42,26570.47,18417.98,8152.49,INR
71554,20240304,650,68,53,3,23773,5,1101.5,5507.5,890.72,4616.77,3627.65,989.12,INR
71555,20240304,650,174,53,3,23773,7,2639.55,18476.85,3430.98,15045.87,8407.91,6637.96,INR
71556,20240304,650,134,53,3,23773,2,4917.93,9835.86,292.56,9543.29,5975.22,3568.07,INR
71557,20250629,470,50,87,8,23774,6,1138.0,6827.98,817.84,6010.14,4808.52,1201.62,INR
71558,20250629,470,177,87,8,23774,2,7726.06,15452.12,2457.68,12994.45,8622.78,4371.67,INR
71559,20250629,470,189,87,8,23774,7,2515.08,17605.59,1013.56,16592.03,8173.13,8418.9,INR
71560,20250813,387,10,52,9,23775,1,2374.1,2374.1,359.86,2014.24,2135.34,-121.1,INR
71561,20250813,387,177,52,9,23775,4,7415.31,29661.23,2501.26,27159.97,17245.56,9914.41,INR
71562,20250104,30,35,40,5,23776,2,1756.32,3512.64,446.24,3066.4,2811.68,254.72,INR
71563,20250104,30,118,40,5,23776,7,7801.13,54607.91,7963.82,46644.09,34119.54,12524.55,INR
71564,20250104,30,158,40,5,23776,5,5493.68,27468.38,2256.79,25211.59,12607.2,12604.39,INR
71565,20250104,30,36,40,5,23776,5,2715.45,13577.27,1586.49,11990.78,9620.85,2369.93,INR
71566,20250104,30,122,40,5,23776,1,5446.71,5446.71,1249.57,4197.14,3642.22,554.92,INR
71567,20250721,558,187,32,5,23777,3,7879.84,23639.53,2097.88,21541.65,12236.64,9305.01,INR
71568,20250721,558,137,32,5,23777,4,1825.67,7302.67,1150.22,6152.45,4021.88,2130.57,INR
71569,20250721,558,150,32,5,23777,7,6555.42,45887.95,5797.26,40090.69,22046.43,18044.26,INR
71570,20240911,548,174,51,10,23778,2,2519.61,5039.21,1056.15,3983.06,2402.26,1580.8,INR
71571,20240911,548,45,51,10,23778,1,5501.96,5501.96,620.04,4881.93,4291.46,590.47,INR
71572,20240911,548,88,51,10,23778,1,4589.85,4589.85,769.3,3820.55,2632.49,1188.06,INR
71573,20250217,516,194,27,3,23779,1,6996.45,6996.45,40.57,6955.87,4098.28,2857.59,INR
71574,20250217,516,195,27,3,23779,7,7674.96,53724.7,10636.54,43088.16,28090.02,14998.14,INR
71575,20250217,516,66,27,3,23779,1,5221.93,5221.93,824.49,4397.44,3285.97,1111.47,INR
71576,20250217,516,176,27,3,23779,3,2491.67,7475.01,185.55,7289.46,4176.39,3113.07,INR
71577,20250217,516,198,27,3,23779,7,4821.16,33748.13,5508.64,28239.49,13562.29,14677.2,INR
71578,20250729,305,180,75,12,23780,7,2448.39,17138.73,1281.54,15857.18,10348.38,5508.8,INR
71579,20241110,152,75,14,6,23781,6,7693.83,46162.96,1997.59,44165.37,21040.08,23125.29,INR
71580,20241110,152,186,14,6,23781,6,11017.32,66103.92,3127.55,62976.37,25436.4,37539.97,INR
71581,20241110,152,124,14,6,23781,5,4708.86,23544.29,5770.99,17773.3,14757.85,3015.45,INR
71582,20241110,152,174,14,6,23781,7,2604.62,18232.34,3094.71,15137.63,8407.91,6729.72,INR
71583,20250326,572,74,83,7,23782,2,5364.92,10729.84,1409.94,9319.9,7957.36,1362.54,INR
71584,20240416,621,15,22,8,23783,7,6644.11,46508.76,7897.96,38610.8,34571.95,4038.85,INR
71585,20240416,621,9,22,8,23783,5,4081.67,20408.33,77.94,20330.39,14939.5,5390.89,INR
71586,20240416,621,80,22,8,23783,7,8638.86,60472.03,7608.7,52863.33,30160.97,22702.36,INR
71587,20250105,174,5,20,6,23784,7,3830.81,26815.7,4521.57,22294.13,18433.03,3861.1,INR
71588,20250914,121,134,98,1,23785,4,5938.85,23755.39,1333.31,22422.08,11950.44,10471.64,INR
71589,20250914,121,129,98,1,23785,4,5116.33,20465.33,484.09,19981.23,11786.8,8194.43,INR
71590,20250914,121,14,98,1,23785,3,3833.07,11499.2,123.68,11375.52,8272.77,3102.75,INR
71591,20250914,121,86,98,1,23785,7,8012.68,56088.74,12997.79,43090.95,25627.0,17463.95,INR
71592,20250719,483,12,40,9,23786,2,2652.8,5305.61,387.69,4917.91,2919.6,1998.31,INR
71593,20250719,483,143,40,9,23786,5,6935.69,34678.45,4427.51,30250.93,20531.4,9719.53,INR
71594,20250719,483,53,40,9,23786,6,1468.21,8809.24,852.52,7956.72,4520.46,3436.26,INR
71595,20250719,483,159,40,9,23786,4,2450.78,9803.13,739.66,9063.47,5847.36,3216.11,INR
71596,20250719,483,127,40,9,23786,4,1856.52,7426.09,1301.05,6125.03,4207.64,1917.39,INR
71597,20240807,48,170,69,11,23787,6,1033.83,6203.0,141.0,6062.01,3994.98,2067.03,INR
71598,20240807,48,130,69,11,23787,2,7868.53,15737.06,3743.35,11993.71,7923.4,4070.31,INR
71599,20240807,48,8,69,11,23787,2,5739.23,11478.46,609.44,10869.01,8122.0,2747.01,INR
71600,20250202,194,155,40,10,23788,6,4852.46,29114.77,4969.48,24145.29,15363.54,8781.75,INR
71601,20250202,194,161,40,10,23788,7,7338.35,51368.46,5374.01,45994.45,23853.48,22140.97,INR
71602,20250202,194,135,40,10,23788,3,4015.78,12047.33,1233.0,10814.33,6776.82,4037.51,INR
71603,20250202,194,14,40,10,23788,5,3969.62,19848.09,1155.9,18692.19,13787.95,4904.24,INR
71604,20250202,194,24,40,10,23788,6,5397.75,32386.51,6580.08,25806.42,20497.02,5309.4,INR
71605,20250328,637,184,99,9,23789,4,6263.68,25054.72,6003.99,19050.73,11582.4,7468.33,INR
71606,20250328,637,181,99,9,23789,3,4880.07,14640.22,2983.43,11656.79,7524.0,4132.79,INR
71607,20250328,637,40,99,9,23789,1,7033.68,7033.68,926.89,6106.79,3835.55,2271.24,INR
71608,20250328,637,46,99,9,23789,5,489.51,2447.55,320.94,2126.61,1300.85,825.76,INR
71609,20251117,299,97,16,1,23790,7,3673.63,25715.41,2992.47,22722.94,13155.66,9567.28,INR
71610,20250828,461,168,47,10,23791,5,2716.56,13582.79,1698.42,11884.38,8525.4,3358.98,INR
71611,20250828,461,82,47,10,23791,3,1096.17,3288.51,341.73,2946.78,1539.72,1407.06,INR
71612,20250820,688,113,10,6,23792,6,209.65,1257.93,309.1,948.83,624.78,324.05,INR
71613,20250820,688,161,10,6,23792,5,6702.7,33513.49,6689.84,26823.65,17038.2,9785.45,INR
71614,20250704,177,30,58,4,23793,3,8767.2,26301.6,4970.58,21331.01,14063.07,7267.94,INR
71615,20250704,177,58,58,4,23793,1,10208.46,10208.46,1259.38,8949.07,4688.4,4260.67,INR
71616,20250704,177,61,58,4,23793,5,4116.49,20582.44,1051.3,19531.14,11519.95,8011.19,INR
71617,20250704,177,156,58,4,23793,4,4803.04,19212.17,736.51,18475.66,10645.4,7830.26,INR
71618,20250704,177,164,58,4,23793,3,6949.93,20849.8,1475.24,19374.56,11302.47,8072.09,INR
71619,20240918,228,68,75,6,23794,4,1087.9,4351.59,271.16,4080.43,2902.12,1178.31,INR
71620,20240918,228,143,75,6,23794,7,7071.4,49499.79,3915.2,45584.59,28743.96,16840.63,INR
71621,20240918,228,148,75,6,23794,7,1096.49,7675.43,621.36,7054.07,5403.09,1650.98,INR
71622,20240918,228,167,75,6,23794,1,583.24,583.24,9.35,573.89,429.87,144.02,INR
71623,20240918,228,78,75,6,23794,6,6046.18,36277.11,772.59,35504.52,18489.42,17015.1,INR
71624,20241002,298,152,47,3,23795,6,7709.92,46259.49,1633.61,44625.88,18718.38,25907.5,INR
71625,20241002,298,128,47,3,23795,6,567.01,3402.04,69.06,3332.97,1757.52,1575.45,INR
71626,20241002,298,101,47,3,23795,2,7597.28,15194.55,1863.38,13331.18,8550.94,4780.24,INR
71627,20241002,298,141,47,3,23795,4,2590.7,10362.81,440.92,9921.9,8162.32,1759.58,INR
71628,20241205,418,94,86,4,23796,5,2299.51,11497.54,1398.16,10099.39,5153.4,4945.99,INR
71629,20241205,418,29,86,4,23796,1,2620.91,2620.91,336.31,2284.6,1230.41,1054.19,INR
71630,20241205,418,196,86,4,23796,7,3135.84,21950.85,3222.64,18728.21,10236.03,8492.18,INR
71631,20241107,560,25,77,10,23797,4,2875.21,11500.82,2142.52,9358.3,5416.8,3941.5,INR
71632,20251130,74,119,96,10,23798,6,4050.18,24301.1,2262.71,22038.39,14767.32,7271.07,INR
71633,20251130,74,85,96,10,23798,2,602.54,1205.08,147.08,1058.0,491.28,566.72,INR
71634,20251130,74,30,96,10,23798,1,9518.93,9518.93,565.17,8953.77,4687.69,4266.08,INR
71635,20251130,74,6,96,10,23798,5,4569.52,22847.61,425.13,22422.48,9499.5,12922.98,INR
71636,20251001,474,52,100,7,23799,2,10593.35,21186.7,157.6,21029.1,7868.74,13160.36,INR
71637,20251001,474,94,100,7,23799,3,1889.54,5668.63,827.21,4841.43,3092.04,1749.39,INR
71638,20251001,474,87,100,7,23799,7,5354.96,37484.71,3268.4,34216.31,16692.34,17523.97,INR
71639,20251016,688,126,96,11,23800,4,10620.53,42482.1,3124.94,39357.16,15171.2,24185.96,INR
71640,20251016,688,12,96,11,23800,5,3488.75,17443.76,1779.51,15664.25,7299.0,8365.25,INR
71641,20250320,852,56,44,2,23801,4,5699.24,22796.97,1621.73,21175.24,12037.56,9137.68,INR
