customer_key,customer_id,customer_name,customer_segment,industry,city,state,country,location_key
956,CUST-00956,Customer 00956,Mid-Market,Technology,Chandigarh,Punjab,India,2
957,CUST-00957,Customer 00957,SMB,Telecommunications,Hyderabad,Telangana,India,8
958,CUST-00958,Customer 00958,Mid-Market,Financial Services,Kolkata,West Bengal,India,9
959,CUST-00959,Customer 00959,SMB,Retail,Bhubaneswar,Odisha,India,10
960,CUST-00960,Customer 00960,Consumer,Retail,Ahmedabad,Gujarat,India,3
961,CUST-00961,Customer 00961,Mid-Market,Manufacturing,Indore,Madhya Pradesh,India,11
962,CUST-00962,Customer 00962,Mid-Market,Manufacturing,Bhopal,Madhya Pradesh,India,12
963,CUST-00963,Customer 00963,Enterprise,Financial Services,Kolkata,West Bengal,India,9
964,CUST-00964,Customer 00964,SMB,Healthcare,Chandigarh,Punjab,India,2
965,CUST-00965,Customer 00965,Mid-Market,Technology,Jaipur,Rajasthan,India,5
966,CUST-00966,Customer 00966,SMB,Retail,Chennai,Tamil Nadu,India,7
967,CUST-00967,Customer 00967,Consumer,Education,Hyderabad,Telangana,India,8
968,CUST-00968,Customer 00968,Enterprise,Retail,Ahmedabad,Gujarat,India,3
969,CUST-00969,Customer 00969,SMB,Manufacturing,Indore,Madhya Pradesh,India,11
970,CUST-00970,Customer 00970,Enterprise,Financial Services,Kolkata,West Bengal,India,9
971,CUST-00971,Customer 00971,SMB,Financial Services,Indore,Madhya Pradesh,India,11
972,CUST-00972,Customer 00972,Mid-Market,Healthcare,Chandigarh,Punjab,India,2
973,CUST-00973,Customer 00973,Consumer,Education,Chandigarh,Punjab,India,2
974,CUST-00974,Customer 00974,Consumer,Financial Services,Bengaluru,Karnataka,India,6
975,CUST-00975,Customer 00975,Consumer,Technology,Chennai,Tamil Nadu,India,7
976,CUST-00976,Customer 00976,Enterprise,Telecommunications,Chennai,Tamil Nadu,India,7
977,CUST-00977,Customer 00977,Consumer,Education,Indore,Madhya Pradesh,India,11
978,CUST-00978,Customer 00978,Consumer,Telecommunications,Ahmedabad,Gujarat,India,3
979,CUST-00979,Customer 00979,Enterprise,Manufacturing,Ahmedabad,Gujarat,India,3
980,CUST-00980,Customer 00980,SMB,Education,Delhi,Delhi,India,1
981,CUST-00981,Customer 00981,Mid-Market,Retail,Bhopal,Madhya Pradesh,India,12
982,CUST-00982,Customer 00982,Mid-Market,Retail,Hyderabad,Telangana,India,8
983,CUST-00983,Customer 00983,Enterprise,Education,Hyderabad,Telangana,India,8
984,CUST-00984,Customer 00984,Consumer,Education,Kolkata,West Bengal,India,9
985,CUST-00985,Customer 00985,SMB,Manufacturing,Chennai,Tamil Nadu,India,7
986,CUST-00986,Customer 00986,Consumer,Healthcare,Chennai,Tamil Nadu,India,7
987,CUST-00987,Customer 00987,Mid-Market,Education,Chandigarh,Punjab,India,2
988,CUST-00988,Customer 00988,Mid-Market,Financial Services,Bhopal,Madhya Pradesh,India,12
989,CUST-00989,Customer 00989,Consumer,Manufacturing,Kolkata,West Bengal,India,9
990,CUST-00990,Customer 00990,Mid-Market,Education,Chennai,Tamil Nadu,India,7
991,CUST-00991,Customer 00991,Mid-Market,Telecommunications,Bhopal,Madhya Pradesh,India,12
992,CUST-00992,Customer 00992,Mid-Market,Education,Ahmedabad,Gujarat,India,3
993,CUST-00993,Customer 00993,Consumer,Retail,Hyderabad,Telangana,India,8
994,CUST-00994,Customer 00994,SMB,Financial Services,Chandigarh,Punjab,India,2
995,CUST-00995,Customer 00995,Mid-Market,Telecommunications,Hyderabad,Telangana,India,8
996,CUST-00996,Customer 00996,SMB,Technology,Bengaluru,Karnataka,India,6
997,CUST-00997,Customer 00997,Enterprise,Healthcare,Indore,Madhya Pradesh,India,11
998,CUST-00998,Customer 00998,SMB,Manufacturing,Jaipur,Rajasthan,India,5
999,CUST-00999,Customer 00999,Mid-Market,Financial Services,Chandigarh,Punjab,India,2
1000,CUST-01000,Customer 01000,SMB,Education,Delhi,Delhi,India,1
